alpha0,alpha1,alpha2,alpha3,alpha4,alpha5,beta1,beta2,beta3,beta4,beta5,lambda0,sigma2,xi
2.4472650923044674,-1.8847095194679473,-1.536725103259358,-1.5256585458089522,-2.0516815885123147,-2.0146668653221105,13.065765366880715,56.601281798344935,-4.469003869803209,-15.047582197070383,21.85025536637625,4915.023589870345,0.17851413375018269,-0.008594454386209299
2.464434815498315,-2.5418038617508207,-2.556737036245102,-1.3639589770944396,-1.1074496926735802,-2.2662833059761103,13.114158715163303,56.779752193236824,-4.7566325248335275,-14.955379101852508,22.095731155982794,4923.168019209334,0.17879934579303206,-0.008738930496431275
2.46434927411824,-2.0307516804128922,-1.8683927402647065,-1.927185264544171,-1.8440909292906813,-2.2213649874790473,13.124201954627955,56.47816806624874,-4.478685212747048,-15.065524294442696,22.262594459431654,4817.322381449266,0.1761603287404939,-0.008748828150235036
2.467284862445394,-2.373284469691554,-2.193978969863611,-2.0641595617857305,-1.6725044412259078,-2.289494489189856,13.241536897415976,57.0386724897189,-4.777399828873192,-15.092098925497105,21.96331166235021,4863.174298168835,0.17474079387202304,-0.00863605954517991
2.469475112938855,-2.18807063252337,-1.9551248717626821,-1.790939278752448,-2.179918560929126,-2.350086851038456,13.31802370951828,57.13683567729592,-4.844716506709568,-15.284832411227944,21.92655664683807,4890.2146528910835,0.17561725165500858,-0.008791462845061652
2.4556771427422435,-1.3328995914405732,-1.6548824987765458,-1.1978701874553903,-2.0567033639611743,-3.0271161845594867,13.26993098863681,56.910915463904054,-5.023888603318178,-15.239118723065761,22.13174058390604,4940.096807148224,0.17498690666512529,-0.008558213663830125
2.4485804853437863,-1.4256416745728224,-1.2158655427025207,-1.366026882543859,-1.805422260494726,-2.250612534569193,13.530616448180783,57.238134351754766,-5.089506051864379,-15.382908939665379,22.08071708714154,4847.691566242493,0.1755518255182542,-0.008721284858141425
2.4391441997830654,-1.4660034876441599,-2.1319734643417187,-0.5921362602427708,-1.2973602341526789,-2.085346088273753,13.468629389541968,57.09889591105693,-4.992291502922154,-15.538019984147013,22.174407028200893,4857.76362352996,0.17619309495501673,-0.008975581373941095
2.44818738270064,-2.7841668912812416,-2.0241961533626487,-1.0385645858675934,-0.46663015012919684,-1.982936430610358,13.405857041834867,57.03624873949024,-4.914691352844229,-15.301310769069707,21.778287188675748,4979.876770668452,0.17597976920208191,-0.008762356287475851
2.4487643548303852,-2.349782373024933,-1.7271820525872104,-0.5294122710030829,-0.9060866335151777,-2.5317879950286275,13.417036040750954,57.47535868175591,-4.74719314230862,-15.222815183320547,21.643165282191426,4879.733260778665,0.1765136124581386,-0.008899339338739777
2.457009759357977,-2.793870953765818,-2.6633610965649637,-0.8406369779157743,-0.16552116812005185,-2.712307923265658,13.378988322001895,57.08197935761405,-4.855493336963568,-15.024513190530223,21.31645440262859,4964.372279772116,0.1743805099933806,-0.00885028842412283
2.461878791963169,-2.683876717867581,-2.136751314727514,-1.3638263087385143,-0.4685597475315356,-3.26889678086754,13.243001382475395,56.908640580504915,-4.740161920231211,-14.9410270442212,21.627406400537996,4954.063249383387,0.1772926652613671,-0.00863266593204702
2.484866490579944,-2.729506646405981,-2.503422655515021,-1.6933447100361325,-1.7653696000669785,-3.226949234830957,13.271551922094078,56.93290350382186,-4.676864694920345,-15.05668905142946,21.774820034151148,4881.607963937642,0.17703743959334461,-0.00862644411038756
2.484765694121584,-2.962004566246595,-2.5843130081024923,-1.5897591346735136,-1.5781141683317106,-3.1647191712176257,13.258142916213847,56.945250891765184,-4.692991708114014,-15.21103306161133,21.676650317851774,4967.085443020684,0.17557233357037888,-0.008651461399203947
2.489077041742323,-3.0159474881541186,-2.4260158783125454,-1.5847943171708239,-1.271678684807241,-3.3387285538177522,13.27511950453029,56.62419269688237,-4.953997715746413,-15.143624152716125,21.94740663582151,4969.554481728173,0.17541387830192393,-0.008916659481873961
2.4725777440094214,-2.377392825241269,-1.9976506210259222,-1.5655207600127652,-1.2511719413986713,-3.1195167153085746,13.335268453376708,56.84428931529014,-4.8151310103018545,-15.17153488768551,21.74263275652981,4974.2862077331665,0.1790469083130521,-0.008708342567030567
2.464359104560586,-2.0884632445979987,-1.9490460253469362,-1.5932038006567308,-1.2358281958301012,-2.4058622200326654,13.32132399456499,56.89538913637945,-4.796413322115239,-15.223669482119078,21.7510909571465,5003.761983316937,0.17408896964006715,-0.008633097561812861
2.465065969674687,-2.028368677980994,-2.2930002202121256,-1.2656012030801311,-1.6203954563923137,-2.679062045685295,13.25398717822363,56.67629091224497,-4.838594048360811,-14.843384869598639,21.497438506854444,4995.622205109936,0.17594691050806996,-0.008650055720049616
2.4814332812662663,-2.5155448679148606,-2.3038953135832347,-1.6858893893832123,-1.236208984261346,-2.8205607620539634,13.305994304878936,56.8525521122748,-4.731826122812897,-14.925546598815814,21.5031552007665,5012.383279537767,0.1761836295714735,-0.008771791510114446
2.479692512068125,-2.9295859734714043,-1.966691494102393,-1.7889521000211346,-1.850004873597711,-2.5196349457727885,13.393224991888433,57.07831141559567,-4.81629301936183,-14.925546598815814,21.321540505655953,4977.749014248003,0.17638655284897678,-0.008595816961778847
2.4804573469911677,-2.2691825717012204,-1.7986621129293867,-1.8379961314176367,-2.7786403928665306,-2.913963842001314,13.354667490593535,56.929744611546695,-4.7470382878572055,-14.918928450656903,21.47725015949342,4934.428300575383,0.17562454576285913,-0.008301704274799827
2.463120167651478,-2.172022633367142,-1.836486182679964,-1.3050737922100026,-1.9135596674169038,-2.2496690711400986,13.296501988582934,56.927560255339706,-4.620183414807268,-14.924168298713019,21.53244917276287,4822.040383975313,0.175491924579132,-0.008728617800561967
2.4631711141040764,-2.0572302730526375,-2.2037073684490336,-0.9223522723379081,-2.21671440226401,-2.630171613421917,13.358300343631763,56.76885516720974,-4.85782876450063,-14.901784802975358,21.622004010996456,4914.379131515837,0.1734617320922403,-0.008602423012331724
2.4639466160359627,-1.7069263135512145,-1.7835058116567306,-1.166875435264639,-2.2110472264013246,-2.842385906426697,13.261508565855898,56.550757703436425,-4.6065356506762445,-14.875746601231917,21.53618457595003,4932.332877612006,0.17427921940881136,-0.00863477017199931
2.4547791106150276,-1.3687694443604987,-2.179265932901103,-0.8976867941949468,-2.1603166148597013,-2.5477215647471914,13.209512047586173,56.30776833708676,-4.605216389549378,-14.841073379740752,21.45527436473432,5040.109670034552,0.17535316344453636,-0.008618538303595566
2.4537576646791166,-2.3551981417508947,-1.7010453809799435,-1.981411250976375,-0.914187212899544,-2.444980887692347,12.979615956896927,56.60539370301335,-4.230171096777592,-15.006947504841774,21.730835645661372,4992.080476415258,0.17512522131911698,-0.00834539146313738
2.4490995747052953,-2.1033675123216264,-2.069741002986068,-1.9113486255877843,-1.2263468714995749,-1.7558732368562215,12.98765229989196,56.47010912359402,-4.331560309668466,-15.024893894390312,21.863809442382557,5029.796474448972,0.1743265492191796,-0.008383670080946518
2.464831591120297,-2.35701283362403,-1.6886982613446582,-1.762410731870408,-2.0438931488596497,-2.995094638219716,12.92242621748698,56.04604349557217,-4.239303604878909,-14.987776648259292,22.11888397081655,4958.974222981786,0.1752412150313363,-0.008429768693558206
2.4525822808999322,-1.6448447538237985,-1.7960337281447212,-1.8715059504582343,-1.1900930815510855,-2.7049950837662147,13.002802650303009,56.35716892004544,-4.28869904959212,-14.779176785739438,21.657936484511424,5007.713938265284,0.17499378761540324,-0.00846859384007537
2.444565442275248,-1.406572584814476,-2.3039297152681812,-0.8075375066305421,-1.5796764885573609,-2.424076038801375,13.007426335896874,56.000799679094236,-4.374850067459751,-14.6625479197457,21.69768971187182,4972.146626527334,0.17747182442485768,-0.008517989532981633
2.432776840279378,-1.7035690849321234,-1.3843313753033828,-1.4611951639190885,-0.26943803222339174,-1.962030100146066,13.158816489654598,56.31509011899581,-4.569417158068443,-14.798891255542493,21.756298859996487,4955.982325367977,0.17579865754712978,-0.008682172030238198
2.4319564280643946,-1.7524350870006287,-1.9234597948289318,-0.904146452988545,-0.9030560530827422,-2.2917078786813003,13.255995730746125,56.39723466053098,-4.673789450601777,-14.877023530169454,21.681842717137872,4956.424371482408,0.17350880176456293,-0.008583275388008188
2.435300539844046,-1.6833085853525311,-1.4237464547052765,-0.9901209557388202,-1.0941499918211297,-1.4851567079686168,13.05747408798135,56.505193777804955,-4.62003036301847,-14.789685704986859,21.571910141252527,5028.595671916456,0.1755092912937575,-0.00888833696645599
2.437564662325656,-1.953877459472309,-1.1402239297393955,-2.1774925360097024,-0.8963311286069733,-1.460086414973266,13.19544581495786,56.25886190674495,-4.557494251027793,-14.804111618007639,21.522106106656857,4995.263303070088,0.17512884320565678,-0.008586016756344808
2.43802251884643,-2.4014784738030506,-1.4429580199092773,-1.5835739488232994,-0.530350920624218,-2.2045117948727873,13.143810871355424,56.206194672499244,-4.61517093597543,-14.797779723310427,21.701389077400982,4995.263303070088,0.1752946585742133,-0.008705107414144694
2.438909741533822,-2.677725334805662,-1.5109179835502577,-1.4026142289379966,-0.644856261874104,-2.1436077875015327,13.163517852398513,56.49105798711897,-4.3599296726526475,-14.84552435375982,21.642628499980255,4906.614238759463,0.17698872045477643,-0.008226634426626325
2.4347757394223035,-2.526176919938498,-1.4635716520509117,-1.650106784141084,-0.478718231365634,-1.3560139455344855,13.017011629295295,56.349475090031554,-4.238944133130893,-14.60460574365513,21.389832470347546,5015.695993172423,0.1764447309156268,-0.008488593780485906
2.42767182224504,-2.3975595047777194,-1.7168362865873212,-0.8283562696844656,-1.6894918137111894,-1.161284936097955,13.07895966500616,56.69030749646183,-4.380519457296248,-14.909032274441659,21.500709992728243,4920.62639414099,0.1766686313465635,-0.008338883667644438
2.423480047590852,-1.8427925406856143,-1.9361840965539103,-0.6193330027665731,-0.6344999395850603,-2.008386696220906,13.120286046151866,56.70398987116127,-4.037346398360112,-14.909332797660259,21.500648906577805,4889.030549478613,0.17657621016507788,-0.008312528826277811
2.4221586689009866,-1.2910635979018992,-2.359881196019747,-0.8905198552838582,-1.10710450989443,-1.9055297403430902,13.118568014000806,56.096789158816506,-4.206362900991248,-14.853971558244627,21.658413392779966,4994.850598635774,0.17620082598310743,-0.008071093804404404
2.4264060548571416,-1.402294408092023,-2.3896695323277988,-0.9034754606392936,-0.8919662214828901,-1.41514145276263,13.131673644816662,56.26211562288067,-4.283211760472085,-14.840834535627115,21.58465235519637,4945.062985452072,0.1762341095244827,-0.008337429011760069
2.430896813978606,-1.868459992814302,-1.8543790203063486,-0.6030234500782445,-0.9972801952926122,-2.23005250510701,13.216162861370233,56.57859820430896,-4.563506843190293,-14.698244650189647,21.368164192520165,4968.629567186294,0.17691230177106215,-0.008405712881099954
2.431027473981242,-1.7414257262306787,-1.848410900053628,-0.27338973576584863,-1.096274608180548,-2.5474730696759185,13.239520005282339,56.49752873717528,-4.832978999210607,-14.901201508748406,21.634315670251105,4977.235566096886,0.1743016060770962,-0.008757838492614885
2.420084103132835,-1.4334397454229482,-0.737787514388462,-0.5366329143601236,-1.384640529007257,-1.3004846317333356,13.276578878299645,56.76807279155873,-5.021435245581578,-14.825395081033555,21.52451037885533,4986.13898187166,0.17251811365803923,-0.008945536944752622
2.416265574013773,-1.768610433422038,-0.7818019209251243,-0.44027414742813786,-1.9275574633941397,-0.8105152025557769,13.275486960174193,56.52720384600562,-4.903487099559964,-14.890927252514158,21.533795977538436,5062.771364167169,0.17993267597968493,-0.008965442928524553
2.417170273361759,-1.3237036812999068,-0.9641610371696732,-1.7052153085980406,-1.7261237403199354,-0.696739788876245,13.305610804367006,56.647919108496765,-4.73459809511214,-15.00444045934804,21.485871960955524,5024.0702666500665,0.1734741890412793,-0.0087191660229327
2.424972327580356,-1.7103204348408916,-1.3193523096500304,-1.8092507481711733,-1.2757193249730503,-0.9778496826434002,13.296369257900487,56.81716566486786,-4.529050506185368,-14.817658903768457,21.42159802159053,4969.212448909129,0.17882000145309407,-0.008273675507293462
2.418220717579593,-1.4861612204492793,-1.3769203855207433,-1.2030470468136711,-1.0245698560465712,-2.0527659353067325,13.288218404505002,56.85938255896004,-4.576923865358567,-15.140160234393605,21.605083001091923,4994.203201264542,0.17558513713229837,-0.008145334492609351
2.421364873881256,-1.6467938049975803,-1.4017709829838547,-0.5514345957628295,-0.2867230088434275,-2.8678820127620686,13.25054579251587,56.753061319646775,-4.50674006335494,-15.101654930001214,21.906967764815374,4899.161707035467,0.17612773452122865,-0.0085155685214739
2.434325957022904,-1.8186364689777754,-1.377428516638116,-0.891113122408527,-0.549162831519581,-1.7693001045634422,13.08825818769685,56.483623167100816,-4.499226146714056,-14.808296021183013,21.701090434173814,4947.217490759255,0.17734719412139963,-0.008994823730455277
2.446390915033608,-2.0143650175915706,-2.2161323187973894,-1.3337848852517724,-1.1374752664001142,-1.9954596905834951,13.013574897505817,55.95583089956079,-4.549993242976681,-14.748743803165702,21.884615672281214,5000.199371701786,0.17853033524272896,-0.00865748480400885
2.4475944760411217,-1.6535563658617773,-1.852081093731575,-1.3093147309103026,-0.8625573776891423,-2.669041139039503,13.061681131627426,56.83454965213014,-4.439526891501721,-15.02674674653524,21.581667976997956,5000.199371701786,0.17783066812062864,-0.008622478226284125
2.436680064962799,-2.19815435873412,-1.38107956958115,-1.2612958820739388,-0.6113660731061124,-2.726895281234982,13.054950032137905,56.50562602358258,-4.479816125804723,-14.851592234632793,21.6489831465497,4963.07563791116,0.17694699400174221,-0.00846464194328056
2.4558947188014644,-3.0742305785957234,-1.4999741313175659,-1.6198063228286497,-1.5355454291133726,-2.0313017544201104,13.151478674765507,56.176137134298784,-4.701634061226067,-14.857825948218228,21.92705202596065,5007.809349894187,0.1780099836882308,-0.008735012406433623
2.460095385199713,-2.6080177468226546,-2.0130297572579745,-1.505997557683449,-1.4531626603473682,-1.5865311045724295,13.169640068681986,55.952052957009265,-4.765428196019632,-14.88729686992693,22.014323369136406,4940.245603090984,0.17269821955226197,-0.00887376042745711
2.45383217438917,-2.601030828471127,-2.2951092440418233,-1.5486403704117706,-1.5674766874311228,-1.346964211158888,13.046962221010286,56.62931791983767,-4.3676297454743445,-15.16302060177056,22.092270616295888,4963.275223059232,0.17514875080640693,-0.008405168770041976
2.453635187673402,-2.4156835782541295,-2.2777081473806162,-1.7419573308329448,-1.2794648681492466,-2.0680151403657123,13.124386113928786,56.70513364457181,-4.349188156057579,-15.207307047516634,22.143693050572352,4799.876890120811,0.17601611638976844,-0.008496240911166063
2.4742078174232023,-1.8958026487575004,-2.4262169493617436,-1.7544591286018332,-1.0929178474233923,-3.238275732686522,13.103859742900895,56.82028318923205,-4.544542829320023,-15.175217682862609,21.9732817389199,4926.301950752741,0.17888402468958167,-0.00894035261371757
2.471370973947695,-2.1179213103205874,-2.6761613226295577,-1.5276072355583612,-0.35924570919419113,-3.415439234763771,13.038349799337057,56.81618103545155,-4.557311407892023,-15.111203488653722,21.901511033700288,5007.592170639479,0.17500755201070264,-0.008841382304714098
2.469170577815674,-3.332347707027666,-2.3907796428314954,-1.1964927835061632,-0.7593994763815346,-2.4846946172395037,13.175191786301406,56.521217179030074,-4.565342229215405,-15.034350655859788,21.868981340821147,4976.2106683429965,0.17431570232042198,-0.008851209819363331
2.458152311942594,-2.66298677221826,-2.287752351379603,-1.6177712725526112,-1.5280340657835527,-1.5774313534930993,13.176417967081067,56.51649796574515,-4.623095939707457,-14.861908806826992,21.752188474071303,4908.932917721526,0.17767212303651594,-0.008772187030055605
2.46682653805325,-2.150098540205508,-1.8120315121230708,-2.2569153523856453,-1.2664911235422587,-2.5304677751323745,13.24089029559926,56.77506725243573,-4.5186385853128055,-15.158246018762476,21.854587047485335,4884.666165044553,0.1767924078904173,-0.008616975624207369
2.461784428788679,-0.8400881389689392,-1.9706857994113007,-2.4291512523568515,-1.5345356129595369,-2.7449759113894756,13.201516432487333,56.753730543829924,-4.702948205675832,-14.82356582448847,21.713654353759516,4929.3499644938865,0.17332072127901077,-0.008601850224788009
2.452594721419179,-2.1883458590321534,-1.669196917645205,-1.6487984017391406,-1.2235047809579946,-2.104442749718438,13.177696200783299,56.68001655810012,-4.3423963140192425,-14.758596074834323,21.32528402795019,4928.917056212825,0.17637728993176927,-0.008476461679752816
2.454469856059577,-2.82958950994964,-1.3973102675397167,-1.368240598230714,-1.8456001686204324,-2.1597042874811683,13.12893801998286,56.344111896358164,-4.276852689804359,-14.715058203074141,21.3818603872076,4973.570548025701,0.17274218713029038,-0.008496023784205588
2.4483093619728415,-2.312553475849313,-2.089717039929063,-1.405344193696544,-1.524089180362211,-1.3712198429119056,13.061854722941312,56.20792441234875,-4.471680965823906,-14.761956190842199,21.63197718954127,5021.963108010846,0.17586741783616391,-0.008461839673579998
2.4443432943787013,-1.130095488743584,-1.9779725817249627,-1.5286621860950753,-1.4677695456260753,-1.8863374693295338,13.174939630582758,56.23861875509355,-4.688529378677057,-14.72132689415856,21.587709735491828,4992.9608275953215,0.1747517726666239,-0.008824602423265108
2.443807995025038,-2.0267652409686865,-2.033941148394885,-0.9284717838240357,-1.5381852321594283,-1.637265124208226,12.990609988709977,55.88074886797873,-4.380997576496312,-14.883635513688159,21.597140430405517,5099.092170680974,0.17291401835980577,-0.008915754068876196
2.440675598961611,-1.827162974807117,-2.2931899060049967,-0.06888771026864522,-1.482038239014965,-2.9031833631529516,13.05584497743501,56.751814720218086,-4.21636532304477,-14.904681716132478,21.761289888980276,4877.496012337602,0.17560399898840112,-0.00829997985016923
2.4283134071953074,-2.0991991469369804,-1.8253177709117452,-0.3577566686117556,-0.5814780797897068,-1.6947902700995867,13.004288281849515,56.558555165340785,-4.313646296100272,-14.787776186967546,21.656624057249392,4925.343768329167,0.1759912083365532,-0.00860419601173016
2.4360117677581883,-1.8011508644636676,-2.140898191073019,-1.360810573416202,-1.16104514030629,-1.4690933618256805,13.105367470482834,56.56750199260648,-4.320079362681205,-15.030883438362403,21.631957893867106,4985.145588689173,0.17436401410422994,-0.008619446364386916
2.445715018091341,-1.8973104515567019,-1.9053079423049446,-1.410258592418107,-1.6224609872562081,-1.4212150637017091,13.144523640733523,56.88013051535491,-4.306774060821614,-14.854577463184777,21.39196683183769,4915.6634316051,0.17955402937708176,-0.008499110123285875
2.460154002740867,-2.5511944032267992,-2.184294610485531,-1.6218728107833225,-1.3599657012702238,-2.776501021207445,13.03880689307697,56.73607706427238,-4.200240470476325,-14.869738063858065,21.46417192923482,4875.148741384506,0.17239941123483465,-0.008444415635192775
2.472881870382884,-3.1801487844234764,-2.1609494026806644,-2.033343038385454,-0.7838793180854982,-2.674976602533605,12.908829971558202,56.80863781914335,-4.302987779517204,-14.767727638475234,21.546319119159836,5062.824304545474,0.17305961984033505,-0.008470338172832954
